Id;LotArea;YearBuilt;BedroomAbvGr;GarageCars;GarageArea;SalePrice
2492;11075;1984;3;2;552;
2493;17541;1948;3;2;576;
2494;22692;1953;3;2;649;
2495;17808;1946;2;1;336;
2496;12671;1954;4;2;527;
2497;10512;1954;3;1;332;
2498;5400;1958;3;1;399;
2499;11515;1958;3;1;308;
2500;3869;1984;2;1;264;
2501;9280;1951;4;1;256;
2502;11100;1951;4;1;253;
2503;7550;1920;4;1;280;
2504;23920;1984;4;2;515;
2505;9317;1994;3;2;499;
2506;9178;2007;3;3;870;
2507;10481;2006;3;3;894;
2508;10235;2007;3;3;870;
2509;11750;2005;3;3;796;
2510;8760;2006;3;2;674;
2511;7242;2005;2;2;524;
2512;9316;2005;3;2;578;
2513;8883;1988;3;2;619;
2514;20064;1976;0;2;529;
2515;14217;1994;3;2;747;
2516;10021;1997;3;2;497;
2517;8428;1994;3;1;384;
2518;16561;1996;3;1;242;
2519;10820;1999;3;2;597;
2520;12352;1998;3;2;534;
2521;9543;2001;3;2;517;
2522;8826;2000;3;2;486;
2523;11800;1974;3;2;440;
2524;8660;1976;3;2;370;
2525;9720;1977;3;2;576;
2526;8982;1977;3;2;748;
2527;16300;1977;3;1;308;
2528;9675;1975;3;2;440;
2529;7200;1972;3;2;576;
2530;7200;1972;3;2;728;
2531;11354;2000;3;2;583;
2532;8749;2003;3;2;610;
2533;8158;2002;3;2;542;
2534;11927;1994;3;2;484;
2535;12728;2001;4;2;560;
2536;15295;1996;3;2;608;
2537;17227;1999;1;2;482;
2538;8145;2007;3;2;552;
2539;8769;2005;2;2;578;
2540;8334;2006;3;2;437;
2541;8333;2006;3;2;484;
2542;9045;2005;3;2;400;
2543;9825;1967;2;1;384;
2544;8308;1963;2;2;520;
2545;16287;1925;3;2;576;
2546;8240;1960;2;2;622;
2547;6285;1976;3;2;528;
2548;9555;1979;5;2;579;
2549;7023;2005;3;2;489;
2550;39290;2008;2;3;1154;
2551;3675;2005;2;2;525;
2552;6400;1959;2;1;392;
2553;6882;1955;2;0;0;
2554;8741;1946;4;0;0;
2555;10042;1920;2;1;216;
2556;8172;1955;2;1;355;
2557;8172;1955;3;2;528;
2558;10890;1923;6;0;0;
2559;7223;1926;3;1;352;
2560;6821;1921;2;1;240;
2561;4000;1930;2;1;216;
2562;6720;1921;3;1;228;
2563;7155;1926;3;1;225;
2564;7230;1927;4;2;264;
2565;13108;1951;2;2;400;
2566;7810;1930;4;1;231;
2567;6221;1941;3;2;528;
2568;25485;1960;3;2;580;
2569;21579;1968;3;2;552;
2570;1782;1980;2;2;462;
2571;17871;1995;4;2;628;
2572;3907;1988;1;2;509;
2573;20693;1971;3;2;625;
2574;18044;1986;2;2;691;
2575;7000;1940;3;2;720;
2576;7288;1925;3;0;0;
2577;9060;1923;3;NA;NA;
2578;3672;1922;2;1;100;
2579;11067;1939;1;1;256;
2580;8250;1895;4;0;0;
2581;6565;1957;3;2;720;
2582;6060;1930;2;1;216;
2583;5568;2006;2;2;495;
2584;12150;1979;2;2;486;
2585;10000;2002;3;3;650;
2586;12864;2002;1;2;576;
2587;9928;1991;3;2;506;
2588;8750;1975;3;1;360;
2589;8410;1974;2;2;528;
2590;4054;1987;2;2;512;
2591;19958;1958;4;2;461;
2592;8368;2006;3;2;433;
2593;8298;2006;2;2;502;
2594;10331;1985;3;2;528;
2595;6718;2001;2;2;471;
2596;11305;2002;2;3;692;
2597;7777;1996;3;2;571;
2598;11800;2003;5;2;452;
2599;12633;2006;3;3;932;
2600;43500;1953;2;4;1041;
2601;6710;1996;0;2;460;
2602;1504;1972;3;1;253;
2603;1533;1970;2;1;297;
2604;1495;1970;3;0;0;
2605;1890;1976;3;1;286;
2606;9129;1977;1;2;678;
2607;15957;1977;3;2;528;
2608;33983;1977;3;2;672;
2609;8286;1977;3;2;531;
2610;6723;1971;2;0;0;
2611;27697;1961;3;1;444;
2612;11000;1976;3;2;502;
2613;11625;1983;2;1;264;
2614;10447;1984;3;1;288;
2615;11027;1954;2;2;452;
2616;10533;1956;2;1;313;
2617;11765;1957;3;3;963;
2618;39384;1957;1;2;550;
2619;11727;1969;3;2;506;
2620;8238;1997;3;2;400;
2621;13041;1995;3;2;423;
2622;9783;1996;3;2;443;
2623;13128;2005;4;2;527;
2624;13751;2005;3;3;773;
2625;13108;1994;4;2;618;
2626;8076;1993;3;2;402;
2627;3701;1987;2;2;461;
2628;16023;2005;3;3;670;
2629;18062;2006;5;3;758;
2630;12292;2006;4;3;675;
2631;16052;2006;4;3;736;
2632;15922;2005;4;3;660;
2633;8147;2005;2;2;517;
2634;18261;2005;3;3;722;
2635;10464;1980;2;2;582;
2636;10530;1978;4;2;482;
2637;9927;1976;2;2;596;
2638;9512;2005;3;2;541;
2639;10530;1975;3;2;485;
2640;10000;1974;3;2;462;
2641;7200;1971;3;2;576;
2642;8773;2002;2;2;543;
2643;2760;1973;3;2;440;
2644;2160;1973;3;2;440;
2645;1890;1972;3;1;264;
2646;1680;1972;2;1;264;
2647;1680;1972;3;1;264;
2648;4043;1975;2;2;440;
2649;7514;1967;3;1;300;
2650;2280;1976;2;1;319;
2651;2179;1976;3;2;460;
2652;16387;2006;4;3;831;
2653;16163;2004;2;3;880;
2654;12228;2006;4;3;874;
2655;14780;2005;2;3;1085;
2656;13975;2005;4;3;670;
2657;9942;2005;3;2;521;
2658;12867;2005;3;2;575;
2659;10672;2006;4;3;672;
2660;11643;2005;4;3;784;
2661;13758;2005;2;3;925;
2662;14828;2004;2;3;816;
2663;13215;2004;3;3;746;
2664;5911;2005;2;2;556;
2665;7740;2006;1;3;899;
2666;6373;2006;2;2;575;
2667;10237;2005;3;2;390;
2668;10237;2006;3;2;440;
2669;11660;2006;3;2;427;
2670;11631;2004;4;3;632;
2671;9073;2006;3;2;440;
2672;3087;2006;2;2;437;
2673;2938;2002;2;2;398;
2674;3072;2004;2;2;388;
2675;3010;2005;2;2;440;
2676;9171;2004;3;2;433;
2677;8658;2000;3;2;431;
2678;12104;2006;4;3;617;
2679;9660;1998;3;3;885;
2680;9545;2000;3;3;768;
2681;9233;2000;4;3;774;
2682;10019;1995;4;3;725;
2683;17242;1993;4;3;959;
2684;10236;1994;4;3;803;
2685;12585;1993;3;3;704;
2686;12447;2005;3;2;760;
2687;15218;2006;2;3;928;
2688;10936;2006;3;2;510;
2689;8640;2006;2;2;584;
2690;13162;2006;3;3;792;
2691;8125;2005;3;2;615;
2692;7733;2005;3;0;0;
2693;11024;2005;3;2;612;
2694;13072;2005;3;0;0;
2695;7800;2005;3;2;462;
2696;7632;2005;3;2;449;
2697;8304;1997;3;2;688;
2698;9370;1992;3;2;462;
2699;7175;1990;2;2;542;
2700;7175;1991;2;2;484;
2701;9019;1994;3;2;472;
2702;9100;1962;3;2;624;
2703;8927;1977;4;2;528;
2704;9240;1962;2;2;576;
2705;9308;1965;3;1;310;
2706;8450;1968;3;1;294;
2707;8638;1963;2;2;484;
2708;13052;1965;3;1;308;
2709;8020;1964;3;0;0;
2710;8789;1967;3;1;288;
2711;14330;1974;3;2;550;
2712;11025;1992;3;3;888;
2713;3628;2004;1;2;588;
2714;2544;2005;2;2;480;
2715;2998;2000;2;2;440;
2716;4447;2003;2;2;496;
2717;8314;1997;3;1;434;
2718;7180;2001;3;2;564;
2719;13110;1972;2;2;501;
2720;10140;1967;3;2;477;
2721;9600;1968;3;2;504;
2722;8640;1968;4;2;530;
2723;9360;1968;2;2;504;
2724;8400;1968;3;1;326;
2725;9759;1966;3;1;264;
2726;9600;1967;3;1;568;
2727;8800;1965;3;1;299;
2728;10368;1964;3;2;430;
2729;9350;1964;4;2;480;
2730;10800;1960;3;1;286;
2731;8550;1934;2;1;240;
2732;9724;1947;2;1;273;
2733;9600;1961;3;2;441;
2734;10858;1952;2;1;240;
2735;9600;1951;3;1;280;
2736;9462;1949;3;1;234;
2737;9888;1954;2;1;240;
2738;8917;1967;4;2;506;
2739;12700;1964;3;2;441;
2740;9723;1963;2;2;430;
2741;8400;1957;3;1;331;
2742;9610;1958;3;2;488;
2743;10000;1956;3;1;300;
2744;10152;1956;3;1;353;
2745;8092;1954;3;1;286;
2746;12778;1952;2;1;280;
2747;10170;1951;2;2;400;
2748;7700;1956;3;2;684;
2749;11050;1956;2;1;319;
2750;13600;1955;3;1;300;
2751;15428;1951;2;1;270;
2752;21299;1941;3;3;791;
2753;13300;1956;2;2;896;
2754;22136;1925;5;3;1008;
2755;7500;1947;3;2;649;
2756;10410;1930;2;1;371;
2757;10914;1929;2;2;660;
2758;7008;1900;1;1;280;
2759;7200;1915;3;2;528;
2760;10818;1910;4;2;648;
2761;10184;1963;3;1;294;
2762;9510;1962;3;1;264;
2763;10800;1961;3;2;418;
2764;11650;1959;2;2;484;
2765;18275;1962;3;2;441;
2766;12144;1950;3;1;597;
2767;8544;1950;2;2;400;
2768;8512;1960;4;0;0;
2769;7000;1961;3;1;288;
2770;7400;1962;3;2;528;
2771;7000;1962;3;1;336;
2772;7000;1962;3;0;0;
2773;9856;1900;5;2;624;
2774;9600;1948;3;1;240;
2775;5520;1920;4;1;162;
2776;9600;1900;3;2;400;
2777;6451;1900;4;2;576;
2778;3960;1930;2;1;200;
2779;7745;1900;4;2;576;
2780;7741;1924;2;1;280;
2781;5633;1925;2;1;216;
2782;7200;1950;2;1;528;
2783;7614;1905;2;1;216;
2784;6000;1955;3;2;576;
2785;6000;1924;5;2;450;
2786;7830;1921;1;1;200;
2787;9576;1945;3;1;378;
2788;5747;1920;2;1;250;
2789;6300;1910;5;2;432;
2790;5976;1920;2;0;0;
2791;9750;1958;3;2;624;
2792;4761;1918;2;0;0;
2793;11737;1924;2;1;240;
2794;6120;1930;3;1;258;
2795;6120;1930;3;1;180;
2796;11672;1925;2;1;210;
2797;33120;1962;5;2;576;
2798;10320;1924;3;2;370;
2799;7518;1910;3;1;390;
2800;9000;1919;2;0;0;
2801;7200;1930;3;1;308;
2802;12375;1951;3;1;288;
2803;11136;1964;4;2;576;
2804;21370;1950;3;2;394;
2805;8250;1935;2;1;260;
2806;5220;1936;2;1;180;
2807;5500;2004;2;1;246;
2808;11327;1967;3;2;528;
2809;10366;1964;2;1;336;
2810;9000;1966;3;1;286;
2811;9535;1967;3;2;512;
2812;7176;1978;3;2;616;
2813;9662;1977;6;2;580;
2814;8235;1977;6;2;586;
2815;17529;1924;2;1;322;
2816;20355;1967;2;2;521;
2817;13050;1963;1;2;575;
2818;10820;1971;2;2;576;
2819;1700;1980;2;1;450;
2820;9375;1954;3;2;504;
2821;6488;1942;3;1;215;
2822;19950;1928;4;3;795;
2823;19800;1935;5;2;836;
2824;11679;1962;3;2;528;
2825;12048;1952;3;2;569;
2826;10519;1955;3;1;288;
2827;9525;1953;5;1;305;
2828;12128;1989;4;2;506;
2829;9069;1993;2;4;920;
2830;11003;2005;3;3;848;
2831;7488;2005;2;2;632;
2832;13377;2006;3;2;495;
2833;11645;2005;2;3;754;
2834;10984;2005;3;2;638;
2835;9316;2005;3;2;576;
2836;9316;2005;3;2;610;
2837;12000;1968;3;2;522;
2838;13015;1996;3;2;462;
2839;12438;1995;3;2;473;
2840;8685;1998;3;2;591;
2841;9272;1999;3;2;515;
2842;13426;1999;3;2;586;
2843;8340;1977;3;1;317;
2844;10385;1978;3;3;672;
2845;7200;1972;3;1;297;
2846;9930;2002;3;2;591;
2847;9468;1999;3;2;530;
2848;11088;2002;1;2;418;
2849;8726;2002;4;2;529;
2850;10566;1999;3;3;646;
2851;21533;1996;4;2;467;
2852;11250;1998;3;3;555;
2853;11250;1995;4;2;610;
2854;4435;2003;1;2;420;
2855;8810;2003;3;2;545;
2856;8581;2006;3;2;578;
2857;8400;2005;3;2;572;
2858;8772;2005;3;2;502;
2859;8777;1910;3;2;528;
2860;7840;1975;4;0;0;
2861;16133;1969;2;1;360;
2862;7162;2003;3;2;616;
2863;8050;2002;2;0;0;
2864;11060;2003;3;2;502;
2865;3675;2005;2;2;525;
2866;2522;2004;3;2;380;
2867;6956;1948;3;1;265;
2868;7822;1915;3;2;528;
2869;8707;1924;4;1;288;
2870;16012;1954;3;2;609;
2871;8248;1922;3;0;0;
2872;8088;1922;1;1;216;
2873;11388;1910;3;1;275;
2874;10890;1938;3;1;240;
2875;6430;1945;3;1;440;
2876;7000;1926;3;1;312;
2877;4899;1920;3;1;216;
2878;9399;1919;4;1;288;
2879;10164;1939;3;1;240;
2880;6191;1941;4;1;240;
2881;21780;1920;3;1;318;
2882;12400;1940;2;1;410;
2883;8170;1929;4;2;451;
2884;12320;1932;3;3;579;
2885;14210;1930;3;2;365;
2886;15600;1950;4;1;342;
2887;7288;1942;2;1;215;
2888;7000;1926;3;2;506;
2889;8534;1925;2;0;0;
2890;7030;1925;2;1;272;
2891;9060;1957;4;1;384;
2892;12366;1945;2;0;0;
2893;9000;1951;4;0;0;
2894;8520;1916;2;0;0;
2895;5748;2005;2;2;495;
2896;3842;2004;2;2;525;
2897;23580;1979;3;2;576;
2898;8385;1978;4;2;616;
2899;9116;2001;3;2;490;
2900;11080;1975;3;2;528;
2901;50102;1958;2;2;518;
2902;8098;2000;2;2;470;
2903;13618;2005;3;3;714;
2904;11577;2005;3;3;682;
2905;31250;1951;3;1;270;
2906;7020;1997;2;4;784;
2907;2665;1977;3;1;336;
2908;10172;1968;3;1;288;
2909;11836;1970;4;3;928;
2910;1470;1970;1;0;0;
2911;1484;1972;3;1;253;
2912;13384;1969;3;1;336;
2913;1533;1970;3;1;286;
2914;1526;1970;3;0;0;
2915;1936;1970;3;0;0;
2916;1894;1970;3;1;286;
2917;20000;1960;4;2;576;
2918;10441;1992;3;0;0;
2919;9627;1993;3;3;650;
